iter	MultiClass
157	-0.02453625588
158	-0.02417996224
159	-0.02390195666
160	-0.0237328241
161	-0.0235103578
162	-0.02333295805
163	-0.02306537503
164	-0.02287980174
165	-0.02256869211
166	-0.02231033729
167	-0.0221567219
168	-0.02192769427
169	-0.02190740834
170	-0.02172035658
171	-0.02159781536
172	-0.02153128316
173	-0.02140676925
174	-0.02117955519
175	-0.02102219454
176	-0.02082527273
177	-0.02057690415
178	-0.02039450978
179	-0.02008214103
180	-0.01987244984
181	-0.0196831302
182	-0.01961834957
183	-0.0194932027
184	-0.01936811052
185	-0.01934769152
186	-0.01911781373
187	-0.01905223229
188	-0.01902431863
189	-0.01894155532
190	-0.01874227048
191	-0.01869364265
192	-0.01863908786
193	-0.01857183405
194	-0.01833680435
195	-0.01830159764
196	-0.01828115827
197	-0.01820414628
198	-0.01815000153
199	-0.0179560058
200	-0.01786553937
201	-0.01780060937
202	-0.01773432637
203	-0.01768625467
204	-0.01751824571
205	-0.01746184466
206	-0.01735636433
207	-0.01719164583
208	-0.01708928707
209	-0.01707665362
210	-0.01689627153
211	-0.01685185773
212	-0.01683861896
213	-0.01657997931
214	-0.01648192519
215	-0.01643903542
216	-0.01634466975
217	-0.01629653215
218	-0.01627193901
219	-0.01611896684
220	-0.01610586962
221	-0.01590691193
222	-0.01574578282
223	-0.01552499066
224	-0.01538542712
225	-0.01537112519
226	-0.01531487047
227	-0.01530238496
228	-0.01525549672
229	-0.01518239798
230	-0.0150163674
231	-0.01490905079
232	-0.01480021809
233	-0.01470996175
234	-0.01456098372
235	-0.01442921937
236	-0.0143017825
237	-0.01417048701
238	-0.01413373286
239	-0.01401549675
240	-0.01400381254
241	-0.01391461541
242	-0.01390313168
243	-0.01375223672
244	-0.01374491315
245	-0.01367369892
246	-0.01355151396
247	-0.01353960078
248	-0.01340412093
249	-0.0133979629
250	-0.01338490495
251	-0.01329504299
252	-0.01322349634
253	-0.01314602558
254	-0.01308816347
255	-0.01294691116
256	-0.01291462341
257	-0.01289366402
258	-0.01283463386
259	-0.01279221847
260	-0.01272729496
261	-0.012723323
262	-0.01262706867
263	-0.01250216201
264	-0.01247458307
265	-0.01246696307
266	-0.01243450995
267	-0.01241824677
268	-0.0123425388
269	-0.0122670353
270	-0.01223941008
271	-0.01214887146
272	-0.01213341321
273	-0.01207786612
274	-0.01206032369
275	-0.01205265754
276	-0.01204255856
277	-0.01192815458
278	-0.01183496751
279	-0.01175338811
280	-0.01170761853
281	-0.01166148192
282	-0.01158066148
283	-0.01152550748
284	-0.01139540944
285	-0.0113546097
286	-0.01127678641
287	-0.01120983883
288	-0.01117929043
289	-0.01116464029
290	-0.01114071166
291	-0.01113260109
292	-0.01111301976
293	-0.01108635626
294	-0.01100337474
295	-0.01096984904
296	-0.01089816501
297	-0.01089332949
298	-0.01081250393
299	-0.01072274129
300	-0.01068658175
301	-0.01062281349
302	-0.01052961156
303	-0.01049805236
304	-0.01043951459
305	-0.01037264941
306	-0.0102688565
307	-0.01017597142
308	-0.01007835165
309	-0.01006403381
310	-0.009994048935
311	-0.009986732052
312	-0.009982155873
313	-0.00994629672
314	-0.009914951563
315	-0.009851913985
316	-0.009774094996
317	-0.009719859089
318	-0.009615601262
319	-0.009609639539
320	-0.00959514585
321	-0.009564941961
322	-0.009549086171
323	-0.009537499425
324	-0.009527698879
325	-0.009478528241
326	-0.00947531573
327	-0.009415654225
328	-0.00935475034
329	-0.009311982124
330	-0.009272532614
331	-0.009269474084
332	-0.009237504712
333	-0.00916943076
334	-0.00912383053
335	-0.009120081127
336	-0.009076441582
337	-0.009035156732
338	-0.009001881864
339	-0.00892495229
340	-0.008922086215
341	-0.008882052189
342	-0.008876094045
343	-0.008825092278
344	-0.008782043925
345	-0.008731410126
346	-0.008630260946
347	-0.008567012393
348	-0.008519888286
349	-0.008494730167
350	-0.008488558993
351	-0.008473436059
352	-0.008433874217
353	-0.008383920804
354	-0.00834136645
355	-0.008311769534
356	-0.008228862454
357	-0.008189381431
358	-0.008151663833
359	-0.008103506688
360	-0.008079206309
361	-0.008039197479
362	-0.008016092411
363	-0.008009329966
364	-0.00799178105
365	-0.007982607175
366	-0.007965711778
367	-0.0079536959
368	-0.007943013257
369	-0.007933200903
370	-0.007924097328
371	-0.007872755044
372	-0.007852744016
373	-0.007821901234
374	-0.007770381875
375	-0.007705591572
376	-0.007701717621
377	-0.007691276567
378	-0.007608043524
379	-0.007595667654
380	-0.007587611025
381	-0.007583878164
382	-0.007540678441
383	-0.007514337647
384	-0.007490455371
385	-0.007476444354
386	-0.007454295601
387	-0.007427649319
388	-0.007418478554
389	-0.007396744376
390	-0.007368441593
391	-0.007332125808
392	-0.007323678537
393	-0.007307219902
394	-0.007296625154
395	-0.007271494499
396	-0.007268364941
397	-0.007211835347
398	-0.007180540672
399	-0.007145677147
400	-0.007130144992
401	-0.007077842805
402	-0.00703323367
403	-0.006968186733
404	-0.006949381355
405	-0.006929479962
406	-0.006879302674
407	-0.006859891376
408	-0.006781441485
409	-0.006743708094
410	-0.006738716597
411	-0.006690355015
412	-0.006668559984
413	-0.0066465254
414	-0.006612252493
415	-0.006592205953
416	-0.006577407914
417	-0.006574244597
418	-0.006553679454
419	-0.006506176847
420	-0.006473917756
421	-0.0064344279
422	-0.006384250876
423	-0.00634157211
424	-0.006303704011
425	-0.00628370506
426	-0.006228661262
427	-0.006226513461
428	-0.006221200894
429	-0.00619967712
430	-0.006171612973
431	-0.006160364455
432	-0.006136559602
433	-0.006130433174
434	-0.006111817613
435	-0.006072612557
436	-0.006049900833
437	-0.006030445942
438	-0.006022785747
439	-0.00599734112
440	-0.00596442386
441	-0.005941034268
442	-0.00592924083
443	-0.005904683409
444	-0.005902551092
445	-0.005863595275
446	-0.005847535432
447	-0.005818139123
448	-0.005785581239
449	-0.00577724822
450	-0.005763152242
451	-0.005741686382
452	-0.005733439831
453	-0.005692673716
454	-0.005675140713
455	-0.005671168032
456	-0.005651811004
457	-0.005623300647
458	-0.005606805762
459	-0.005576893359
460	-0.00556019702
461	-0.005531431913
462	-0.005522186321
463	-0.00550422733
464	-0.005491629617
465	-0.005458925463
466	-0.005433351923
467	-0.005421188326
468	-0.005406838728
469	-0.005393041486
470	-0.005388028074
471	-0.005358115467
472	-0.005347521199
473	-0.005345385887
474	-0.005326772323
475	-0.005308472032
476	-0.005282503803
477	-0.005253412489
478	-0.005234446785
479	-0.005206648042
480	-0.005164025464
481	-0.005161279663
482	-0.005155994553
483	-0.005145571851
484	-0.005136791369
485	-0.005126437209
486	-0.00510904618
487	-0.005098101076
488	-0.005093138312
489	-0.005070340253
490	-0.005054951131
491	-0.005043922005
492	-0.005031111173
493	-0.005016902914
494	-0.005006550232
495	-0.005005083024
496	-0.004989896047
497	-0.004959590209
498	-0.004938885107
499	-0.004920909508
500	-0.004914562484
501	-0.004905980696
502	-0.004882759884
503	-0.0048503524
504	-0.004837160306
505	-0.004820568037
506	-0.004798644686
507	-0.004780110328
508	-0.004778265001
509	-0.004770154848
510	-0.004740876029
511	-0.004733207852
512	-0.004731695934
513	-0.004716382429
514	-0.004715164024
515	-0.004713357132
516	-0.00470262768
517	-0.004701198882
518	-0.00467876494
519	-0.004661032396
520	-0.004644388075
521	-0.004637860275
522	-0.004624256392
523	-0.004617702223
524	-0.00460425871
525	-0.004595263795
526	-0.004594007226
527	-0.004583451846
528	-0.004573153465
529	-0.004543926665
530	-0.004524098425
531	-0.004507082185
532	-0.004484261346
533	-0.00447374587
534	-0.004454656782
535	-0.004453264788
536	-0.004451986216
537	-0.004432061301
538	-0.004419626937
539	-0.00441454458
540	-0.004404714732
541	-0.00439317264
542	-0.004387551522
543	-0.004360214456
544	-0.004351087273
545	-0.004335032902
546	-0.004330869964
547	-0.004317006539
548	-0.004306081525
549	-0.004304078546
550	-0.004296153817
551	-0.004289805145
552	-0.004288658368
553	-0.004287560245
554	-0.004281406937
555	-0.004263949343
556	-0.004251905374
557	-0.004233397676
558	-0.004226982306
559	-0.004217659669
560	-0.004215243745
561	-0.004203577286
562	-0.004201005369
563	-0.004200275603
564	-0.004195541735
565	-0.004171083274
566	-0.004163729273
567	-0.004145830192
568	-0.004131847053
569	-0.004120577632
570	-0.004119456682
571	-0.004104860801
572	-0.004091760145
573	-0.004090527068
574	-0.004075518023
575	-0.004065052519
576	-0.004052092529
577	-0.004050191279
578	-0.004043305431
579	-0.004033871531
580	-0.004028114993
581	-0.004013341255
582	-0.004001963527
583	-0.00398503533
584	-0.003974465138
585	-0.003960838411
586	-0.00395641076
587	-0.003934129864
588	-0.003918506265
589	-0.00390839406
590	-0.003893221142
591	-0.003882480251
592	-0.003868514838
593	-0.003858297755
594	-0.00385037398
595	-0.003840978064
596	-0.003839950827
597	-0.003831354307
598	-0.003818499672
599	-0.003812736068
600	-0.003797521018
601	-0.003779898546
602	-0.003778602722
603	-0.003773455796
604	-0.003763368233
605	-0.003761834388
606	-0.00375511278
607	-0.003754116704
608	-0.003749248415
609	-0.003733055629
610	-0.003712323564
611	-0.003703565054
612	-0.003701010552
613	-0.00369982935
614	-0.003692614913
615	-0.003685566653
616	-0.00367949146
617	-0.003665721185
618	-0.003644923891
619	-0.003627843341
620	-0.003627268881
621	-0.003619535734
622	-0.003611603244
623	-0.003605355024
624	-0.003604527819
625	-0.003603384219
626	-0.003590014461
627	-0.003571783165
628	-0.003565251568
629	-0.003561545457
630	-0.00354652027
631	-0.003545258133
632	-0.003544966742
633	-0.003530714393
634	-0.003525083591
635	-0.003524137205
636	-0.003506414374
637	-0.003498836829
638	-0.003486309033
639	-0.003478032906
640	-0.003476336138
641	-0.003467129661
642	-0.003452434465
643	-0.003441798068
644	-0.003428890829
645	-0.003416194108
646	-0.003407878395
647	-0.003396905565
648	-0.003377508851
649	-0.00337581552
650	-0.003370396072
651	-0.003363693703
652	-0.003351984345
653	-0.00334019462
654	-0.00333933905
655	-0.003334626339
656	-0.003331705711
657	-0.003321397766
658	-0.003312947943
659	-0.003305296359
660	-0.003302273865
661	-0.003292777036
662	-0.00328473794
663	-0.003281878267
664	-0.003275947583
665	-0.003268724655
666	-0.00326063895
667	-0.003257644805
668	-0.003252958984
669	-0.003247230997
670	-0.003231246535
671	-0.003230435109
672	-0.003214197368
673	-0.003202781796
674	-0.003201394394
675	-0.003195786628
676	-0.00319117015
677	-0.003186522358
678	-0.003180278172
679	-0.003170256461
680	-0.003163705915
681	-0.003158335392
682	-0.003141469955
683	-0.003129772661
684	-0.003118687895
685	-0.003116752009
686	-0.003113628416
687	-0.003103161721
688	-0.003096421802
689	-0.003091659034
690	-0.003088761707
691	-0.003081360381
692	-0.003076653451
693	-0.003072943824
694	-0.003067122673
695	-0.003064568997
696	-0.003062232764
697	-0.003053821526
698	-0.003052187435
699	-0.003048184219
700	-0.003038573666
701	-0.0030321819
702	-0.003030416139
703	-0.003029677882
704	-0.003022232969
705	-0.003012810962
706	-0.003008774526
707	-0.002993970263
708	-0.002988949215
709	-0.002987487117
710	-0.002984971408
711	-0.00297349099
712	-0.002952679468
713	-0.002950683432
714	-0.002936264448
715	-0.002935782633
716	-0.002933710957
717	-0.002931375141
718	-0.002923922316
719	-0.002921237881
720	-0.002911149647
721	-0.002904114973
722	-0.00290022347
723	-0.002893317853
724	-0.002885962991
725	-0.002882865703
726	-0.002879407573
727	-0.002872276326
728	-0.00286362264
729	-0.002862428438
730	-0.002857386005
731	-0.002853707328
732	-0.002850740005
733	-0.002846244122
734	-0.002840545714
735	-0.002834079936
736	-0.002823282836
737	-0.002815614788
738	-0.002804045438
739	-0.002793726197
740	-0.002792691908
741	-0.002787074027
742	-0.00277886332
743	-0.002770164478
744	-0.002769139667
745	-0.002768688324
746	-0.002767197979
747	-0.002761571007
748	-0.002755109176
749	-0.002748582837
750	-0.002734246284
751	-0.002732868798
752	-0.002732035189
753	-0.00272975784
754	-0.002724610837
755	-0.00271738717
756	-0.002708578997
757	-0.00270302344
758	-0.002696588078
759	-0.00269311898
760	-0.002690546134
761	-0.002679938514
762	-0.002677782222
763	-0.002674033678
764	-0.002668974629
765	-0.002657804763
766	-0.002652708829
767	-0.002648721775
768	-0.002645884737
769	-0.002641719991
770	-0.002634851436
771	-0.002630873699
772	-0.002619221706
773	-0.002614327771
774	-0.002613878688
775	-0.00261271045
776	-0.002604885111
777	-0.00260345673
778	-0.002602984457
779	-0.002600013853
780	-0.002595557073
781	-0.00259418594
782	-0.002593813452
783	-0.00258590795
784	-0.002583897485
785	-0.002581783409
786	-0.002573391848
787	-0.002568941694
788	-0.002562590612
789	-0.002556845275
790	-0.002552026328
791	-0.002550426074
792	-0.002546659084
793	-0.002546311541
794	-0.002540238487
795	-0.002537003193
796	-0.002531572543
797	-0.002527313598
798	-0.002525738231
799	-0.002524551541
800	-0.002515767541
801	-0.002513178482
802	-0.0025086147
803	-0.002498653046
804	-0.002491080035
805	-0.002487074864
806	-0.002479684636
807	-0.002475578762
808	-0.002473277525
809	-0.002471145749
810	-0.002468761203
811	-0.002463290901
812	-0.002461185834
813	-0.002459267338
814	-0.002458705186
815	-0.002453332435
816	-0.002447751922
817	-0.002435724882
818	-0.002430942165
819	-0.002429421739
820	-0.002422488527
821	-0.002420581539
822	-0.0024188199
823	-0.00241609243
824	-0.002410141793
825	-0.002409703323
826	-0.002408493576
827	-0.002402872401
828	-0.002399356178
829	-0.002395772907
830	-0.002392811409
831	-0.002388213291
832	-0.002385337666
833	-0.002383494526
834	-0.002378792704
835	-0.002378024049
836	-0.002373977976
837	-0.002370013638
838	-0.002361430839
839	-0.002353854757
840	-0.002351693873
841	-0.002350172731
842	-0.002346370905
843	-0.002341809233
844	-0.002340596868
845	-0.002333786828
846	-0.002325354308
847	-0.002320569337
848	-0.002318312471
849	-0.002315406281
850	-0.002311872862
851	-0.002311496539
852	-0.002308772279
853	-0.002306960432
854	-0.002303440797
855	-0.002301760735
856	-0.002301362394
857	-0.002299707823
858	-0.00229709228
859	-0.002295083534
860	-0.002287637031
861	-0.002287275599
862	-0.002278625124
863	-0.002272790012
864	-0.002268830867
865	-0.002265580485
866	-0.002259934648
867	-0.002256558472
868	-0.002251459452
869	-0.002244946176
870	-0.002242186993
871	-0.00223960057
872	-0.002238199867
873	-0.002236410949
874	-0.002235587164
875	-0.002232118617
876	-0.002231552348
877	-0.00222890808
878	-0.002225880091
879	-0.002221039601
880	-0.002219113052
881	-0.002214296541
882	-0.002212151738
883	-0.002207980538
884	-0.002203904815
885	-0.002203123082
886	-0.002197558839
887	-0.002195360594
888	-0.002191620557
889	-0.002187825773
890	-0.00218726525
891	-0.002186911212
892	-0.002182692101
893	-0.002176443878
894	-0.002174157691
895	-0.002173893514
896	-0.002173392055
897	-0.00216395018
898	-0.002161872368
899	-0.002156745983
900	-0.002152509582
901	-0.002150022244
902	-0.002149049406
903	-0.002140337444
904	-0.002136869205
905	-0.002135927968
906	-0.002130328853
907	-0.002127333375
908	-0.002119942578
909	-0.002119385299
910	-0.002111498054
911	-0.002110988306
912	-0.002109995141
913	-0.002106794647
914	-0.002104963456
915	-0.002102396794
916	-0.002099206689
917	-0.002096701329
918	-0.002091943561
919	-0.002090283313
920	-0.002083622166
921	-0.002080400148
922	-0.002080118516
923	-0.002076496504
924	-0.002073755066
925	-0.002073541837
926	-0.002068928979
927	-0.002068629947
928	-0.002063631182
929	-0.002063424272
930	-0.00206220471
931	-0.002058864547
932	-0.002058382783
933	-0.002055517334
934	-0.002049462141
935	-0.002046794221
936	-0.002044391561
937	-0.002037335428
938	-0.002035271177
939	-0.002033654392
940	-0.002030072434
941	-0.002028642791
942	-0.002020436215
943	-0.002018615187
944	-0.002017490872
945	-0.002013953162
946	-0.002009267357
947	-0.002004805056
948	-0.002002417328
949	-0.001998906002
950	-0.001996114229
951	-0.001994950942
952	-0.00199269998
953	-0.001984097022
954	-0.001982804162
955	-0.001981544338
956	-0.001977511504
957	-0.001976574611
958	-0.001974924222
959	-0.001970336024
960	-0.001968450495
961	-0.001965875828
962	-0.001965468802
963	-0.001965079838
964	-0.001961311726
965	-0.001958217196
966	-0.001955985755
967	-0.001950771632
968	-0.001946778839
969	-0.001944900306
970	-0.001943466897
971	-0.00194260538
972	-0.001938299811
973	-0.001933411025
974	-0.001932915737
975	-0.001928856588
976	-0.001926923937
977	-0.001924232131
978	-0.001922516985
979	-0.001919811155
980	-0.001918715577
981	-0.001916192411
982	-0.001913299495
983	-0.001907316959
984	-0.001905050937
985	-0.001902108271
986	-0.001897784067
987	-0.001896669228
988	-0.001896334085
989	-0.001894793197
990	-0.001892935863
991	-0.001891791917
992	-0.001889803975
993	-0.001885033034
994	-0.001881111977
995	-0.001880245979
996	-0.001877314847
997	-0.001875148035
998	-0.00187438818
999	-0.001873178663
1000	-0.001872833279
1001	-0.001872371572
1002	-0.001872080233
1003	-0.001868075251
1004	-0.00186636666
1005	-0.001861719319
1006	-0.001861486273
1007	-0.001861301701
1008	-0.001859351644
1009	-0.001854862178
1010	-0.001851823936
1011	-0.001850388018
1012	-0.001847280684
1013	-0.001841838682
1014	-0.00183604011
1015	-0.001833791081
1016	-0.001832663305
1017	-0.001829151305
1018	-0.001827866132
1019	-0.001827501543
1020	-0.001825504717
1021	-0.00182371125
1022	-0.001821364244
1023	-0.001813133958
1024	-0.001809980652
1025	-0.00180538915
1026	-0.00180091225
1027	-0.00179883749
1028	-0.001798015006
1029	-0.001796103218
1030	-0.00179593322
1031	-0.001793448569
1032	-0.001791857383
1033	-0.001789728326
1034	-0.001788146298
1035	-0.001786665045
1036	-0.001784729025
1037	-0.001783411825
1038	-0.001782310248
1039	-0.001780317897
1040	-0.001776190347
1041	-0.001773232174
1042	-0.001769905651
1043	-0.001767884062
1044	-0.001767139579
1045	-0.001765391117
1046	-0.001764829075
1047	-0.001764502951
1048	-0.001763376425
1049	-0.001760431129
1050	-0.001757266909
1051	-0.001754726585
1052	-0.001752958292
1053	-0.001752722573
1054	-0.001750746348
1055	-0.001748429374
1056	-0.001746258145
1057	-0.001744011021
1058	-0.001742570985
1059	-0.001741432769
1060	-0.001737785989
1061	-0.001735852498
1062	-0.001734429606
1063	-0.001733789912
1064	-0.001731538176
1065	-0.001731427591
1066	-0.001730098794
1067	-0.001726669626
1068	-0.001724897484
1069	-0.001722940824
1070	-0.001720770077
1071	-0.001717343505
1072	-0.001714864815
1073	-0.001710518515
1074	-0.001710245493
1075	-0.001709224084
1076	-0.001706766778
1077	-0.001705482558
1078	-0.00170168416
1079	-0.001699438234
1080	-0.001697199733
1081	-0.001695869537
1082	-0.001694161494
1083	-0.001691532282
1084	-0.001689209868
1085	-0.001688018607
1086	-0.001686408797
1087	-0.001684970712
1088	-0.001682798437
1089	-0.001681685591
1090	-0.001677926349
1091	-0.001677422707
1092	-0.001677184655
1093	-0.001676147784
1094	-0.001672212584
1095	-0.001669041556
1096	-0.001666535808
1097	-0.001665033265
1098	-0.001661411824
1099	-0.001660031179
1100	-0.00165707678
1101	-0.001653772557
1102	-0.001650837312
1103	-0.0016500826
1104	-0.001647276781
1105	-0.001644832249
1106	-0.001642374637
1107	-0.001641857305
1108	-0.00164011605
1109	-0.001636486475
1110	-0.001635316566
1111	-0.001633500916
1112	-0.001630023619
1113	-0.001629870152
1114	-0.001628469319
1115	-0.001626829377
1116	-0.00162570308
1117	-0.001623983266
1118	-0.001619384098
1119	-0.001619016652
1120	-0.00161671171
1121	-0.001614891332
1122	-0.001613863171
1123	-0.001613183584
1124	-0.001610221454
1125	-0.00160629845
1126	-0.001605037962
1127	-0.001604057111
1128	-0.001602185904
1129	-0.001598800488
1130	-0.001596440506
1131	-0.001594629335
1132	-0.001591870248
1133	-0.001591432107
1134	-0.001589187884
1135	-0.001587999936
1136	-0.001585699799
1137	-0.001580927773
1138	-0.001580298457
1139	-0.001576335636
1140	-0.001575877113
1141	-0.001574762452
1142	-0.001570728379
1143	-0.001567996032
1144	-0.001561868604
1145	-0.001560674319
1146	-0.00155732067
1147	-0.001555586637
1148	-0.001553591942
1149	-0.001552333387
1150	-0.001552198654
1151	-0.001551985464
1152	-0.001551654179
1153	-0.001550522231
1154	-0.001549264124
1155	-0.001548347977
1156	-0.001545844274
1157	-0.001545350914
1158	-0.001544203755
1159	-0.001542826569
1160	-0.001542644739
1161	-0.001540006602
1162	-0.001538588506
1163	-0.001538051475
1164	-0.001537913253
1165	-0.001534349567
1166	-0.001533260428
1167	-0.001531883406
1168	-0.001530171141
1169	-0.001525876963
1170	-0.001525743975
1171	-0.001523121174
1172	-0.001521592272
1173	-0.001519465147
1174	-0.001518194134
1175	-0.001515920986
1176	-0.001513797908
1177	-0.001513507712
1178	-0.001513302303
1179	-0.001511881139
1180	-0.001510879374
1181	-0.001510203514
1182	-0.001509926381
1183	-0.001509730277
1184	-0.001508994622
1185	-0.001506390938
1186	-0.00150443136
1187	-0.001503187872
1188	-0.001501782563
1189	-0.001499602281
1190	-0.001499232236
1191	-0.001498752227
1192	-0.001497142727
1193	-0.001496571698
1194	-0.001490352262
1195	-0.001488988629
1196	-0.001486784921
1197	-0.001484358172
1198	-0.001483627862
1199	-0.001483157373
1200	-0.001483008447
1201	-0.001481771683
1202	-0.001480928292
1203	-0.001479003299
1204	-0.001477934338
1205	-0.001475726983
1206	-0.001474068186
1207	-0.00147397784
1208	-0.001473788148
1209	-0.001472189802
1210	-0.001469031132
